,created_at,tweet,sentiment,label
411,11/14/2022 19:11,siar pers ketua dpd ri senin november ketua dpd ri harap kolaborasi efektif hasil rekomendasi pimpin dunia bal ktt g bal november,12,positif
412,11/14/2022 19:11,alternate chair dewgdedy madi bahas isu konektivitas digital pascapandemi covid forum dewg g bahas literasi digital cakap digital arus data lintas batas negara,1,positif
413,11/14/2022 19:11,jaring g dorong transformasi digital sektor komunikasi isu prioritas presidensi g indonesia konten lengkap oleh,6,positif
414,11/14/2022 19:11,g bal meeting kttnya,0,netral
415,11/14/2022 19:11,presidensi g keluarga menngl warga isu pekan rangkai acara utama g bal khawatir puncak acara ktt g tidak capai komunike kepala negara sisi keluarg,-12,negatif
416,11/14/2022 19:11,mbemz g porno,-5,negatif
417,11/14/2022 19:11,ktt g jaga tumbuh ekonomi indonesia,2,positif
418,11/14/2022 19:11,gsukses trend iya tiktok muncul melulu bangga saudara orang stress wkwkwk wujud lokasi ktt g bal elok tata rapih alias papa mama bangga banh,11,positif
419,11/14/2022 19:11,presiden jokowi temu presiden amerika serikat joe biden the apurva kempinski nusa bal senin november temu presiden jokowi terima kasih hadir presiden biden ktt g indonesia,10,positif
420,11/14/2022 19:11,talkshowtersebut hadir pakar bijak publik harvard kennedy school prof jay rosengard division head of small medium business development bri arie sus miyanti bicara,6,positif
421,11/14/2022 19:10,kaum dukung anublis koplak negdompleng event forum g undang anublis forum g acara bloomberg woidan tanggal nov acara forum g tanggal november ga malu buzzer koplak,2,positif
422,11/14/2022 19:10,ktt g tingkat ekonomi indonesia,1,positif
423,11/14/2022 19:10,g daftar bicara aku undang kadrun ikut politik identitas percaya,3,positif
424,11/14/2022 19:10,tebal aman ktt g polri gelar patroli skala com,4,positif
425,11/14/2022 19:10,firaun yaman bicara non undang g sok belagu aku undang pulak firaun yaman,8,positif
426,11/14/2022 19:10,negeri milik orang dn negeri hak milik dpn beda sudut pandang dlm demokrasi politik hak warga negara prioritas penting bangsa dn negara wajib,1,positif
427,11/14/2022 19:10,baznas iconz expo selenggara tema tingkat pulih ekonomi tahan tumbuh sosial ekonomi lanjut inklusi zakat tema jalan momentum presidensi g pulih pulih kuat,16,positif
428,11/14/2022 19:10,presiden jokowi apresiasi turki kontribusi g,0,netral
429,11/14/2022 19:10,peran bumn luas uang inklusif trade investment industry working group tiiwg road to g soe international conference bal senin oktober bahas sesi diskusi inskulasi uang isu prioritas,0,netral
430,11/14/2022 19:10,sempat g soe conference professor harvard apresiasi peran bri tingkat inklusi uang indonesia sumber,-4,negatif
431,11/14/2022 19:10,bank rakyat indonesia acara g soe conference professor harvard peran bri bank ramah umkm,0,netral
432,11/14/2022 19:10,breaking news emanuel macron g telpon putin,0,netral
433,11/14/2022 19:10,presiden jokowi apresiasi dukung australia g indonesia,4,positif
434,11/14/2022 19:10,raya hut brimob kapolda sumsel kirim pasuk aman g bal,4,positif
435,11/14/2022 19:10,bal ktt g hadir joe biden sambut tari pendet,6,positif
436,11/14/2022 19:09,teman praja presiden republik indonesia joko widodo siap konferensi tingkat ktt g kepala negara hadir ktt g bal,6,positif
437,11/14/2022 19:09,november anies baswedan bicara bloomberg tv rangkai acara g bal,-4,negatif
438,11/14/2022 19:09,kirain materi flash blogging kominfo eneg tingkat g gin main,3,positif
439,11/14/2022 19:09,g bobot wawas luas pantes capres kaleng kaleng harga pimpin negara,9,positif
440,11/14/2022 19:09,sebentar nge in g,-2,negatif
441,11/14/2022 19:09,g manusia licik,3,positif
442,11/14/2022 19:09,tum partai perindo tanoe diskus presiden ri tutup selamat jokowi sukses g sukses tum partai perindo hary tanoesoedibjo,9,positif
443,11/14/2022 19:09,g id juang,3,positif
444,11/14/2022 19:09,pimpin negara g organisasi internasional bal hadir ktt g november selamat indonesia,10,positif
445,11/14/2022 19:09,presiden prancis emmanuel macron bal hadir ktt g,2,positif
446,11/14/2022 19:09,cc pas g pepo nonton volley mana,3,positif
447,11/14/2022 19:09,ajang g astra asi sedia mobil listrik pamer proyek ebt,-3,negatif
448,11/14/2022 19:09,g indonesia gak calon presiden poliglot cerdas perhati rakyat jujurgak halal capai tampuk kuasa mimpi kaleee,6,positif
449,11/14/2022 19:09,bri utama layan nasabah dukung g,10,positif
450,11/14/2022 19:09,kuat sinyal komunikasi awal g div tik polri siaga repeater mobile titik blank spot com,3,positif
451,11/14/2022 19:08,sukses acara g bal bangga negara ku indonesia cinta salam hormat layar masyarakat balitniporlripemerintah pusatpemerintah daerah smua libat luarr salam belitong,9,positif
452,11/14/2022 19:08,presidensi g keluarga menngl warga isu pekan rangkai acara utama g bal khawatir puncak acara ktt g tidak capai komunike kepala negara sisi,-12,negatif
453,11/14/2022 19:08,bumn milik peran wujud target inklusi uang indonesia mana inklusi uang salah fokus presidensi indonesia g,2,positif
454,11/14/2022 19:08,gaiss gasih bank kuat sektor umkm yapp jawab bri,5,positif
455,11/14/2022 19:08,sajak g kadrun,2,positif
456,11/14/2022 19:08,umkm tulang punggung ekonomi indonesia optimalisasi usaha bumn,0,netral
457,11/14/2022 19:08,g pacar qerja lembur quda moga sehat enjoy iya sana jaga rental kamar,12,positif
458,11/14/2022 19:08,sebelas duabelasternyata khianat rupanyaanisnya cas ciscusdi acara bloombergtapi kadrun bilang g nyelip gambar gyg acara g,-2,negatif
459,11/14/2022 19:08,sambut pimpin dunia g,4,positif
460,11/14/2022 19:08,mobil listrik spesifikasi canggih the beast tumpang joe biden ktt g bal,4,positif
461,11/14/2022 19:07,yp iya hasil hasil diplomasi gitu ente gak memang ente gampang negara india negara sarat penting presidensi g,12,positif
462,11/14/2022 19:07,saewad event g side event g alias event tambah acara g daftar undang,6,positif
463,11/14/2022 19:07,id hebat iya pm modi pilih presidensi g kali perdana menteri mana iya,-2,negatif
464,11/14/2022 19:07,apresiasi sandiaga uno sambut datang pm australia g,-1,negatif
465,11/14/2022 19:07,forum bisnis g jokowi bagi strategi jitu hadap krisis global,3,positif
466,11/14/2022 19:07,prabowo urus pangan salah sumber sebab konflik tantang wakil ktt g bersamasama selesai urus sedia pangan bersamasama,-1,negatif
467,11/14/2022 19:07,morningg number kanjuruhan ktt g bal mowning jugaaaaa aaaaaaaaa,0,netral
468,11/14/2022 19:07,topik berita populer dunia november g indonesia bom turki perang rusiaukraina,2,positif
469,11/14/2022 19:07,suku cadang sedia hmid kendara listrik hyundai ktt g,4,positif
470,11/14/2022 19:06,jahat kumpul bal gak g serta donatur serta g nyapres,3,positif
471,11/14/2022 19:06,kenal penjor ornamen hias bal jelang ktt g,14,positif
472,11/14/2022 19:06,dukung ktt g,4,positif
473,11/14/2022 19:06,g mendaftarbukan undang,2,positif
474,11/14/2022 19:06,faktafakta sidang ferdy sambo tidak gelar jaksa ralat gegara g,-9,negatif
475,11/14/2022 19:06,menteri tahan prabowo subianto dorong pimpin dunia elite politik global sektor swasta urus tahan pangan petinggi negara hadir konferensi ktt g bal,11,positif
476,11/14/2022 19:06,ri negeri milik orang dn negeri hak milik dpn beda sudut pandang dlm demokrasi politik hak warga negara prioritas penting bangsa dn negara wajib,1,positif
477,11/14/2022 19:06,aji g ngomong-ngomong,4,positif
478,11/14/2022 19:06,live now konferensi pers rakyat lawan tiputipu g cop,6,positif
479,11/14/2022 19:06,pulih pulih kuat miskin ketidaksetaraan ketidakadilan isu pokok utama prioritas presidensi indonesia ktt g kali,-1,negatif
480,11/14/2022 19:05,g undang wan,-2,negatif
481,11/14/2022 19:05,ktt beda kepala negara g iya ktt kelompok tukang tipu,-9,negatif
482,11/14/2022 19:05,wkwkwk bem kecuali unud papua umm ga satu bahas g substansi bungkam wa ketua dighosting,4,positif
483,11/14/2022 19:05,peran bri bank kuat umkm,2,positif
484,11/14/2022 19:05,kapolri mobil listrik kendara dinas ktt g com,1,positif
485,11/14/2022 19:05,ri didu perang rusia vs ukraina bahas g bal bahas stop caplok negara akibat krisisudah krisis bidang pakai perang habis duduk bumi,4,positif
486,11/14/2022 19:05,neg g lord rangga gak iya,0,netral
487,11/14/2022 19:05,wkwkwkkwkw tuan rumah kasih hibah masjid ga bilang kadrun pakai gamis cebong munafik ngomong-ngomong anies bal undang rangkai acara g wkwkwkkwkw,10,positif
488,11/14/2022 19:05,pimpin asean g raih prestasi gilir,2,positif
489,11/14/2022 19:04,presiden rrc xi jinping delegasi bal hadir ktt g wo ai,-2,negatif
490,11/14/2022 19:04,presiden jokowi apresiasi dukung australia g indonesia sampai temu bilateral the apurva kempinski senin november,8,positif
491,11/14/2022 19:04,andai putin zelensky hadir temu mata tani comro cihapit kakak perempuan manis hangat tang premium lusa damai all hail manihot utilissima,15,positif
492,11/14/2022 19:04,jelang laksana konferensi tingkat ktt g ketua financial stability board klaas knot bal yuk lihat live streamingnya,16,positif
493,11/14/2022 19:04,class abandoned gara lecturernya kirim cop g,-2,negatif
494,11/14/2022 19:04,temu rumus bidang prioritas milik tuju dukung rangkai tuju bangun lanjut sdgs,11,positif
495,11/14/2022 19:04,acara inisiasi kamar dagang industri kadin indonesia hadir ceo pimpin bisnis negara kepala negara daftar,6,positif
496,11/14/2022 19:04,helat business summit bal november angkat tema advancing innovative inclusive and collaborative growth,3,positif
497,11/14/2022 19:04,maju g nat id jakarta juang bodoh kali bzer anis gali lubang kubur lubanggain ahok tanah reklamasi milik dki,-4,negatif
498,11/14/2022 19:04,joe biden xi jinping jabat tangan ktt g bal liput,-2,negatif
499,11/14/2022 19:04,jokowi bagi strategi hadap krisis global forum g bal,0,netral
500,11/14/2022 19:04,rakyat dukung event g mangat p ku mada ganzo robin id,4,positif
501,11/14/2022 19:03,rakyat dukung event g q wijaya,4,positif
502,11/14/2022 19:03,rakyat dukung event g ever nurin ku smit morafia aya,7,positif
503,11/14/2022 19:03,rakyat dukung event g p ku wl urip s,4,positif
504,11/14/2022 19:03,rakyat dukung event g aalona,4,positif
505,11/14/2022 19:03,rakyat dukung event g stpl,4,positif
506,11/14/2022 19:03,rakyat dukung event g networks nusantara aa sem atus rmang arneta tu ku ian,4,positif
507,11/14/2022 19:03,rakyat dukung event g nuraeni coverboykw alit,4,positif
508,11/14/2022 19:03,moga penyelengaraan ktt g bal jalan aman lancar cc kapitein ijin luncur sauya nbil,5,positif
509,11/14/2022 19:03,ktt g ancam gagal hasil komunike,-5,negatif
510,11/14/2022 19:03,idha g kapasitas sbg dlm rangka isu bohong luh kerja aku dunia anies cocok guru smpsma dosenngomongnya jagomuter penuh retorika presiden ngomongnya mudah erti rakyat banyak kerja,20,positif
511,11/14/2022 19:03,banget ngebahas bal kgn ga bosen bal dr budaya makan wisata ga salah bal pilih selenggara ktt manfaat positif giat g masyarakat indonesia,20,positif
512,11/14/2022 19:03,dahulu temu sherpa menteri puncak temu ktt g kepala negara nov mana indonesia pertamakalinya pegang presidensi sbg wakil negara asean ktt besok kepala negara mantan jabat iya saudara laki,-5,negatif
513,11/14/2022 19:03,ktt g gelar ancam krisis global jokowi berat sejarah,-6,negatif
514,11/14/2022 19:03,elit negara g tangguk laba krisis iklim palsu jalan cerita kapitalisme kompromi tawar label ekonomi hijau rendah karbon energi energi baru,2,positif
515,11/14/2022 19:03,aksi politik kaku org capreskan tunggang agama skrg tunggang event g kyknya mas budi bicara org tsb iya,-4,negatif
516,11/14/2022 19:03,g bukti,-3,negatif
517,11/14/2022 19:02,perdana menteri australia delegasi bal hadir ktt g,-2,negatif
518,11/14/2022 19:02,pantau up ig story bal ikut g fomo banget undang yeah wkwkw pingin jugaaaaak,4,positif
519,11/14/2022 19:02,jati tidak darurat mrk visit port rutin slama layar tuju pwngamanan g bantu dunia internaaional mlakukan rencana medis dlm port visitny mdptkqn ijin dr depkes mrk trn dr kapal mrk pantau jam al qta,2,positif
520,11/14/2022 19:02,indonesia harap ktt g hasil deklarasi pimpin,3,positif
521,11/14/2022 19:02,bahagia presiden direbutin wartawati bule salam hangat cebong indonesia beliau salam adem kadrun gak suka indonesia sukses gelar,16,positif
522,11/14/2022 19:02,g tumpang gelap numpang tenar kerja nol satu busuk slm pimpin dki buka pj gub skrg,-4,negatif
523,11/14/2022 19:01,moga acara g lancar sukses,8,positif
524,11/14/2022 19:01,siaul nyebar isu bohong pas momen g indonesia ngehoax bikin ruwet indonesia tuduh rusia berabe kitah,-7,negatif
525,11/14/2022 19:01,perdana menteri belanda mark rutte darat bandara i gusti ngurah rai ikut konferensi tingkat ktt g saksi live streamingnya,9,positif
526,11/14/2022 19:01,presiden amerika joe biden ucap selamat indonesia selenggara ktt g,6,positif
527,11/14/2022 19:01,sidang ferdy sambo tunda gegara g ketua komisi iii buka suara,6,positif
528,11/14/2022 19:01,damping temu bilateral presiden jokowi uea turkey australia ktt g bal mendag zulkifli hasan kuat kerja india,10,positif
529,11/14/2022 19:01,perdana menteri singapura lee hsien long bal hadir konferensi tingkat ktt ikut live streamingnya,5,positif
530,11/14/2022 19:01,pasti wilayah desa batur selatan camat kintamani aman kondusif jelang ktt g babinsa koramil kintamani sinergi aparat kait laksana patroli aman dan tertib masyarakat minggu,10,positif
531,11/14/2022 19:01,profil fumio kishida perdana menteri jepang hadir ktt gbali,2,positif
532,11/14/2022 19:01,mantaptiap aje bikin ktt g nul wkwkwk,3,positif
533,11/14/2022 19:01,gps g sisaura reported ranging accuracy changed new cm old cm,0,netral
534,11/14/2022 19:01,g iya,0,netral
535,11/14/2022 19:01,alternate chair dewg gdedy madi saji dte kemas enam area cerita storytelling artistik medium audiovisual cipta visitors journey experience serba digital,15,positif
536,11/14/2022 19:00,bal bikin betah ngangeni indah biaasaaaa semangat g pulih g,7,positif
537,11/14/2022 19:00,inklusi uang salah isu prioritas bahas sesi diskusi peran bumn luas uang inklusif trade investment industry working group tiiwg road to g,1,positif
538,11/14/2022 19:00,momen delegasi negara negara g saji showcase produk produk lokal indonesia fashion craft saji kuliner khas nusantara tampil umkm bina pln,15,positif
539,11/14/2022 19:00,pln partisipasi giat side event g future smes village gandeng umkm bina pamer produk produk unggul rumah bumn bal collection nusa,9,positif
540,11/14/2022 19:00,presiden satu emirat arab mbz bal hadir ktt g,5,positif
541,11/14/2022 19:00,desain rumah unik dunia nomor atap,8,positif
542,11/14/2022 19:00,inti si wankibul licik culas side event gak banget g bal framing narasi akan important person koplaaaakkk,-3,negatif
543,11/14/2022 19:00,g pakat sedia dana pandemi bantal negara negara antisipasi pandemi,3,positif
544,11/14/2022 19:00,saewad daftar mandiri daftar daftar anies sdh selesai tugas sbg bicara acara g kepala negara menteri anies bicara pusing,-3,negatif
545,11/14/2022 19:00,apjii dukung program perintah g transformasi ekonomi bas digital,4,positif
546,11/14/2022 19:00,g deklarasi tara gender,-1,negatif
547,11/14/2022 19:00,masuk era digital ekonomi umkm jaya culinary bazaar ktt g bal,1,positif
548,11/14/2022 19:00,pakar china sumbang bijaksana transisi energi hijau global kerangka kerja g,4,positif
549,11/14/2022 19:00,presiden republik indonesia joko widodo siap ktt g kepala negara hadir ktt g bal gembira sulit,8,positif
550,11/14/2022 19:00,antri kali om salah base pesawat tamu g bandara,-7,negatif
551,11/14/2022 19:00,sri mulyani g klaim ekonomi ri stabil hadap krisis,-1,negatif
552,11/14/2022 18:59,pelopor guna armada listrik ramah lingkung dukung kttg laksana ktt g bal polri korlantas polri pelopor pengunaan kendara bas baterai ramah lingkung,7,positif
553,11/14/2022 18:59,bal temu kepala china amerika serikat biden presiden negara temu xi wakil presiden sang kafir ketemu sang kafir mana sang arab pintar undang g,-3,negatif
554,11/14/2022 18:59,pln pamer produk umkm bina future smes village side eventg,0,netral
555,11/14/2022 18:59,g mreka kena prank,-3,negatif
556,11/14/2022 18:58,aman papua barat kondusif jelang puncak ktt g bal,0,netral
557,11/14/2022 18:58,tidak dengerin bacot rgrung barusan lihat g bal tv jepang,-2,negatif
558,11/14/2022 18:58,g terus ngibulnya,0,netral
559,11/14/2022 18:58,isu bohong min ban kemenlu rusia besok lavrov hadir forum g,-2,negatif
560,11/14/2022 18:58,tutup acara diskusi jokowi selamat jokowi sukses g sukses,9,positif
561,11/14/2022 18:58,suyanto aly negara oon masuk g wkwk cuy cuy,-8,negatif
562,11/14/2022 18:58,g ri tv gin gak bikin malu indonesia,2,positif
563,11/14/2022 18:58,maju g nat id jakarta juang anies tidak undang bicara forum g negara g sdh paham kapasitas skill anies orang sebut bisa sebar isu bohong putar balik fakta tidak satu agama agama tiang iman,-22,negatif
564,11/14/2022 18:58,bal takjub sm suasana alam hotel manja mata penasaran sm bas hotel villa mewah tuju anggota g delegasi tebak ga hotel villa ktt g bal,12,positif
565,11/14/2022 18:57,pingin lihat anies pidato g bal,5,positif
566,11/14/2022 18:57,video erdogan bal g hari ledak istanbul,-4,negatif
567,11/14/2022 18:57,ktt g bal gelar tanggal november,-2,negatif
568,11/14/2022 18:57,sela aman ktt g kapolri potong tumpeng raya hut brimob,-2,negatif
569,11/14/2022 18:57,hotel nusa sawangan bal full booked ktt g,1,positif
570,11/14/2022 18:57,citra wan abud acara samping g gagal total twit imam jumbo puja panas lihat twit aku cucu kanjeng nabi rasul ga anggap presiden uae jangan menang pojok iya,4,positif
571,11/14/2022 18:57,maju g nat id jakarta juang tidak sebutin bagi lahan ahok kembang persen pemprov persen,7,positif
572,11/14/2022 18:57,ente gak ikut g kayak ikut terima tamu g,-7,negatif
573,11/14/2022 18:57,intip hotelhotel mewah inap pimpin g bal,2,positif
574,11/14/2022 18:57,bpln tegang barat china bayang ktt g bal,6,positif
575,11/14/2022 18:56,kegeeran ngundang ktt g,0,netral
576,11/14/2022 18:56,bestie ketemu jodoh acara ktt g,4,positif
577,11/14/2022 18:56,kirain yuk acara g bagus banget hotel inap mana kii,10,positif
578,11/14/2022 18:56,orang segar bugar bilang lari rumah sakit g ajang main politik,2,positif
579,11/14/2022 18:56,miliar uang negara potensi siasia selenggara presidensi g tidak sepakat pimpin negara lbp bilang,-3,negatif
580,11/14/2022 18:56,presiden jokowi dukung koneksi bayar asean luas global g indonesia hq,10,positif
581,11/14/2022 18:56,aman indo pasifik bahas presiden jokowi danamp joe biden ktt g bal,-1,negatif
582,11/14/2022 18:56,kakak g jujur iri banget ken anjing,0,netral
583,11/14/2022 18:56,banyak investor ekonomi indonesia tumbuh bagus,5,positif
584,11/14/2022 18:56,bp desa adat sedenpasar kerah antisipasi demo ktt g bal,0,netral
585,11/14/2022 18:56,menparekraf target ktt g bal tambah cadang devisa juta juta dollar as tara rp triliun,11,positif
586,11/14/2022 18:55,garuda wisnu kencana gwk salah destinasi wisata favorit bal lotus pond alunalun utama gwk langsung salah rangkai acara ktt g jamu makan malam,-9,negatif
587,11/14/2022 18:55,g pinter bicara ga kerja,3,positif
588,11/14/2022 18:55,g kills g solusi bubar g rakyat dunia tidak butuh g baca artikel detiknews aksi teatrikal kritik g bundar hai lengkap,5,positif
589,11/14/2022 18:55,g mantap,5,positif
590,11/14/2022 18:55,pansos biar simpati gak malu numpang eks g,0,netral
591,11/14/2022 18:55,terima kasih hadir ktt g jokowi,6,positif
592,11/14/2022 18:54,dampak oleh ekonomi indonesia ktt g,-3,negatif
593,11/14/2022 18:54,g lengkap kapasitas presiden,5,positif
594,11/14/2022 18:54,emang jual sawah promosi g you power bank,1,positif
595,11/14/2022 18:54,g timbang bhs inggris bilang keren tahi,-5,negatif
596,11/14/2022 18:54,presiden turki recep tayyip erdogan bal damping istri emine erdogan ktt g sang negara turki tampil sahaja busana tunik,6,positif
597,11/14/2022 18:54,wakapolri pantau simulasi aman command center polisi daerah bal rangka strategi aman rangkai konferensi tingkat ktt g selenggara bal november,4,positif
598,11/14/2022 18:54,tinggal hitung puncak rangkai presidensi g hadir pimpin dunia,-2,negatif
599,11/14/2022 18:54,g bicara ku top dengar si kaji tidak ulang,6,positif
600,11/14/2022 18:53,no kyknya volunteer g,0,netral
601,11/14/2022 18:53,sinergitas tnipolri atur lintas lancar gera anggota serta g senin,7,positif
602,11/14/2022 18:53,jejak musuh rishi sunak china damprat ktt g,-8,negatif
603,11/14/2022 18:53,bal indonesia,0,netral
604,11/14/2022 18:53,tahu dangkal ga ngomong-ngomong junjung mu harap restu jokowi aku aku undang forum g acara bloomberg,14,positif
605,11/14/2022 18:53,full senyum presiden as joe biden presiden china xi jinping temu bilateral nusa bal senin sore jelang gelar ktt g november besok jabat tangan tatap muka langsung perdana,11,positif
606,11/14/2022 18:53,mati lampu rumh orang kaya planet tidak kode keras elon bahwasannya g indo tidak buah hasil hasil gelap yaaa doa moga tidak tidak,-13,negatif
607,11/14/2022 18:53,gimn org tawar tampil narasumber g tolol njing sampah anies ridwan kamil anak bangsa baik prestasi aku dunia,-6,negatif
608,11/14/2022 18:52,menko luhut resmi plts apung milik pln nusa bal jelang ktt g,6,positif
609,11/14/2022 18:52,kapolri jenderal listyo sigit prabowo hadir raya hut brigade mobile brimob raya sederhana posko command center itdc nusa bal lengkap baca,10,positif
610,11/14/2022 18:52,mari sukses ktt g tema g recover together recover stronger moga cipta tumbuh ekonomi inklusifpeople centered ramah lingkung lanjut,15,positif
611,11/14/2022 18:52,demokrasi ham barat sikap munafik double standard,2,positif
612,11/14/2022 18:52,spicy talk malam bahas gaji buruh purchasing power g might join bahas tv digital the ftx crash dokumen whistleblower super pedas twitter tonight live wib,2,positif
613,11/14/2022 18:52,dukung ktt g xl axiata hadir smart mining sektor tambang,6,positif
614,11/14/2022 18:51,pidato prabowo g is so good sehat,9,positif
615,11/14/2022 18:51,idha kadrun munapik tidak sadar bloomberg orang yahudi amerika bloomberg acara resmi g acara samping,-9,negatif
616,11/14/2022 18:51,mbemz g ngeri banget iya,-3,negatif
617,11/14/2022 18:51,seru banget lihat fotofoto g excited,8,positif
618,11/14/2022 18:51,presiden temu presiden amerika serikat joe biden the apurva kempinski bal senin nov temu presiden jokowi terima kasih hadir presiden biden ktt g indonesia,10,positif
619,11/14/2022 18:51,phri produk pariwisata indoneaia mensukseakan ktt g,3,positif
620,11/14/2022 18:51,maju g nat id jakarta juang kontribusi tambah tambah iya ommm tambahannn paham om hapus om masuk kantong reklamasi ahok tidak bangun mukim mewah anis pulau g mukim inti anis ingkar janji tolak reklamasi,-5,negatif
621,11/14/2022 18:51,puncak acara ktt g bal november kepala negara pimpin lembaga dunia,-5,negatif
622,11/14/2022 18:51,bikin berita koalisi undang g asmara kaum cebong berita,0,netral
623,11/14/2022 18:51,g koentji kadrun erti side event,2,positif
624,11/14/2022 18:51,ridwan kamil papar inovasi jabar respons ubah iklim acara g,7,positif
625,11/14/2022 18:51,pesan jokowi presidensi g india bawa umkm go digital,3,positif
626,11/14/2022 18:51,minta rental toyota alphard tingkat signifikan selenggara ktt g harga sewa tingkat pesat,13,positif
627,11/14/2022 18:51,tumpah makan aaaaaaaaa,1,positif
628,11/14/2022 18:51,momen pemimpim g bal anies mana iya gak,0,netral
629,11/14/2022 18:51,g anies bohong tamu hormat terima tamu bal,-3,negatif
630,11/14/2022 18:50,terjun aman ktt g polda bal turun pasu kuda laksana patroli aman laksana ktt g nusa bal polri terjun tim kuda laksana patroli putar kawasan bndcc nusa senin,3,positif
631,11/14/2022 18:50,jansen demokrat ktt g bal waris sby,3,positif
632,11/14/2022 18:50,rombong jurnalis g nh jmpt,0,netral
633,11/14/2022 18:50,ngibull mbemz g bodoh monyet atur dasar anjing kurap,-8,negatif
634,11/14/2022 18:50,idha bikin g indonesia presiden ehehe,0,netral
635,11/14/2022 18:50,baharkam polri direktorat aman objek vital ditpamobvit terjun aman konferensi tingkat ktt g bal lengkap baca polri,5,positif
636,11/14/2022 18:50,presiden china xi jinping bal kena pesawat air china senin sore datang xi rangka hadir rangkai ktt g helat bal xi jinping langsung sambut menko marves luhut binsar pandjaitan gubernur bal i wayan koster,-7,negatif
637,11/14/2022 18:49,anis tidak bicara forum g ridwan kamal bicara side eventnya g sesuai pamflet resmi g,-1,negatif
638,11/14/2022 18:49,jangan martabak mbieb kue sosis sus khas mangkunegaran biar lasegar serasa anggota delegasi g gituuuu,-5,negatif
639,11/14/2022 18:49,keren yhh indonesia tuan rumah g,3,positif
640,11/14/2022 18:49,presiden jokowi melakukn prtemuan bilateral dg presiden turki recep tayyib erdogan the apurva kempinski bal senin nov presiden jokowi mnyampaikn apresiasi turki brkontribusi g bkerja indonesia g menghasilkn krjasama konkret,3,positif
641,11/14/2022 18:49,tasbih digital keliahatn elegant kayak cincin gituu cakepp asli dian sastro nusa g batik air coldplay kaesang,-2,negatif
642,11/14/2022 18:49,warga denpasarbadung simpan sampah rumah ktt g,-4,negatif
643,11/14/2022 18:49,delegasi g,-4,negatif
644,11/14/2022 18:49,g netizen,0,netral
645,11/14/2022 18:49,bahlil resmi luncur kompendium bal g,2,positif
646,11/14/2022 18:48,biarpun negara as rusia musuh produk buat as rusia musuh menlu rusia sergei lavrov ktt g bal hp iphone jam tangan apple watch kaos basquiat,-10,negatif
647,11/14/2022 18:48,presidensi g kali berat jokowi dunia,1,positif
648,11/14/2022 18:48,ngeri,-4,negatif
649,11/14/2022 18:48,kontribusi g gak shut up,0,netral
650,11/14/2022 18:48,woi kacoaaa kasih anis undang g jabat lagipasti elo tidak iya coaaatapi maklum bego akut,-11,negatif
651,11/14/2022 18:48,jsp jejak g sby,0,netral
652,11/14/2022 18:47,woi kacoaaa kasih anis undang g jabat lagipasti elo tidak iya coaaatapi maklum bego akut,-11,negatif
653,11/14/2022 18:47,sukses ktt g smartfren kuat layan telekomunikasi bal,7,positif
654,11/14/2022 18:47,presiden putin bicara langsung dengan presiden komisi eropa von der leyen ktt g,6,positif
655,11/14/2022 18:47,saewad wadtuan rumah g jokowilevelnya kepala negara,3,positif
656,11/14/2022 18:47,presiden as joe biden presiden chinaxi jinping langsung temu bilateral nusa bal jelang ktt g temu langsung perdana biden presiden as,13,positif
657,11/14/2022 18:47,undang sesi gembira g,7,positif
658,11/14/2022 18:46,side event oonbloomberg nebeng acara g bicara forum kepala negara gih jingkrak,2,positif
659,11/14/2022 18:46,asmara saudara laki anies daftar sbg keynote speaker undang nef buka peluang sipa bicara forum g cerdas biar ga bodoh,16,positif
660,11/14/2022 18:46,walikotaku nek nang acara duduk lambat g lambat gak iya sksksksk,-3,negatif
661,11/14/2022 18:46,g sempat ri dorong investor investasi umkm negeri,0,netral
662,11/14/2022 18:45,besok banget konferensi tingkat g selenggara besok delegasi ktt g darat selamat bal gelar diskusi ekonomi global,11,positif
663,11/14/2022 18:45,pandjaitan tuan rumah g,3,positif
664,11/14/2022 18:45,presiden dewan eropa dukung penuh presidensi g indonesia iriana dian sastro,1,positif
665,11/14/2022 18:45,tidak pakai hyundai genesis g deret kepala negara mobil antipeluru ktt g,-4,negatif
666,11/14/2022 18:45,erdogan jokowi temu selasela ktt puncak g,-1,negatif
667,11/14/2022 18:45,cebong panas bikin berita pamer komen,-1,negatif
668,11/14/2022 18:45,ceo tesla pagi malam beli miliar doollar as raksasa media sosial,6,positif
669,11/14/2022 18:45,perdana menteri australia bal hadir ktt g november,2,positif
670,11/14/2022 18:44,ktt g jarang pakai genesis pakai mercedes beli mahal perintah indo,0,netral
671,11/14/2022 18:44,presiden turki bal hadir ktt g november,2,positif
672,11/14/2022 18:44,emang anies g acara pimpin dunia acara anggur,-3,negatif
673,11/14/2022 18:44,presiden satu emirat arab bal hadir ktt g november,5,positif
674,11/14/2022 18:44,g topp anis lanjutt,0,netral
675,11/14/2022 18:44,g indonesia hebat,0,netral
676,11/14/2022 18:43,manggala dumdum nilai tidak kelas g bahas bicara noh jinping tidak kritik heran,12,positif
677,11/14/2022 18:43,forum g kadrun yacoba cari sumber berita lbh percaya baca ok,6,positif
678,11/14/2022 18:43,airlangga peran indonesia ktt g menko ekonomi airlangga hartarto wakil negara kembang satusatunya anggota g asia tenggara inklusivitas indonesia,0,netral
